Customer_ID,Customer_Name,Customer_Surname,Product_ID,Product_Name,Product_Price,QTY,Store_ID,Store Name,Region,Product_Main_Category,Product_Sub_Category,Purchase_Date,Sales_Rep_ID
286,Jayden,Gregory,52,Brahma,16,5,4,Clearwater  Store,Massachussets,Drinks,Standard,2021/02/08,31
95,Zara,Potts,16,Kool-Aid,12,3,1,Boardwalk Store,West Virginia,Drinks,Standard,2021/05/14,10
43,Ivette,Anderson,192,Dry Goods,10,5,2,Glenwood Store,New Mexico,Products,New Releases,2021/02/22,16
86,Bryon,Abbot,200,Dry Goods,19,4,6,Lynnwood Store,Mississippi,Products,Standard,2021/07/03,58
104,Joseph,Corbett,44,Bud Light,11,4,5,Hazeldean Store Store,Maine,Drinks,Standard,2021/02/18,48
113,Alexander,Mccormick,42,Grolsch,17,4,6,Lynnwood Store,Mississippi,Drinks,Standard,2021/02/24,56
313,Martin,Crawley,177,Dairy,17,5,4,Clearwater  Store,Massachussets,Products,Promotions,2021/08/22,33
102,Matthew,Kelly,111,Dairy,10,4,5,Hazeldean Store Store,Maine,Products,Standard,2021/03/03,50
455,Harvey,Townend,32,Tanqueray,14,2,9,Lombardy Store,New Mexico,Drinks,Promotions,2021/01/30,89
153,Bernadette,Jarrett,101,Mustard,16,2,7,NewlandsStore,South Carolina,Products,Promotions,2021/01/21,64
441,Barney,Lane,9,Hennessy,14,4,10,Faerie Glen Store,Mississippi,Drinks,Promotions,2021/06/13,97
194,Denny,Townend,45,Orange Bird,16,3,1,Boardwalk Store,West Virginia,Drinks,Standard,2021/02/01,2
363,Nick,Sanchez,199,Dairy,20,2,7,NewlandsStore,South Carolina,Products,Standard,2021/09/22,67
178,Gabriel,Robe,129,Candies,8,2,2,Glenwood Store,New Mexico,Products,Standard,2021/01/29,19
251,Naomi,Plumb,39,Jameson,11,1,3,Brummeria Store,Mississippi,Drinks,Standard,2021/04/16,27
5,Kendra,Slater,102,Toys,9,1,9,Lombardy Store,New Mexico,Products,Promotions,2021/09/27,83
2,Willow,Forester,171,Medicines,13,2,6,Lynnwood Store,Mississippi,Products,New Releases,2021/06/15,55
53,Stacy,Maxwell,83,Smirnoff,20,1,1,Boardwalk Store,West Virginia,Drinks,New Releases,2021/03/12,2
106,Ethan,Roth,167,Nonalcoholic beverages,15,1,4,Clearwater  Store,Massachussets,Products,New Releases,2021/05/03,38
412,Kieth,Miller,13,Granini,20,3,10,Faerie Glen Store,Mississippi,Drinks,Standard,2021/06/18,97
260,Johnathan,Radley,170,Vegetables,10,1,5,Hazeldean Store Store,Maine,Products,New Releases,2021/04/21,49
153,Bernadette,Jarrett,172,Personal hygiene,14,1,4,Clearwater  Store,Massachussets,Products,Standard,2021/04/28,38
381,Mike,Stone,116,Flour,17,2,1,Boardwalk Store,West Virginia,Products,Standard,2021/01/13,2
153,Bernadette,Jarrett,28,Hennessy,6,3,9,Lombardy Store,New Mexico,Drinks,Standard,2021/04/28,85
339,Nicholas,Brock,55,Pepsi,5,5,4,Clearwater  Store,Massachussets,Drinks,New Releases,2021/07/10,33
182,Andrea,Jenkin,151,Cereals,20,3,10,Faerie Glen Store,Mississippi,Products,Promotions,2021/06/17,99
155,Ryan,Isaac,47,Mumm,3,5,4,Clearwater  Store,Massachussets,Drinks,Standard,2021/09/27,40
144,Bart,Boyle,83,Smirnoff,20,1,3,Brummeria Store,Mississippi,Drinks,New Releases,2021/06/24,24
349,Anais,Slater,54,Kool-Aid,20,3,8,Equestria Store,West Virginia,Drinks,Standard,2021/07/15,74
368,Rosalee,Adams,153,Mustard,10,3,5,Hazeldean Store Store,Maine,Products,Promotions,2021/06/26,41
446,Eduardo,Irwin,13,Granini,20,1,4,Clearwater  Store,Massachussets,Drinks,Standard,2021/06/04,34
327,Christine,Wild,54,Kool-Aid,20,5,9,Lombardy Store,New Mexico,Drinks,Standard,2021/06/25,81
191,Anthony,Franks,113,Cereals,17,4,10,Faerie Glen Store,Mississippi,Products,Standard,2021/02/15,92
229,Percy,Reid,112,Sauces,20,5,9,Lombardy Store,New Mexico,Products,Standard,2021/03/23,87
363,Nick,Sanchez,95,Mumm,16,3,10,Faerie Glen Store,Mississippi,Drinks,Standard,2021/02/17,91
115,Kurt,Vince,147,Dry Goods,9,5,8,Equestria Store,West Virginia,Products,Standard,2021/03/29,79
61,Mike,Drake,81,Duvel Golden Ale,20,5,2,Glenwood Store,New Mexico,Drinks,Standard,2021/05/09,13
250,Mike,Giles,143,Canned Goods,8,2,7,NewlandsStore,South Carolina,Products,New Releases,2021/05/29,61
309,Domenic,Oliver,150,Paper Goods,16,3,2,Glenwood Store,New Mexico,Products,Promotions,2021/05/30,11
255,Michael,Mcnally,191,Baby-care,3,5,2,Glenwood Store,New Mexico,Products,New Releases,2021/01/14,13
249,Stacy,Squire,148,Snack foods,19,3,2,Glenwood Store,New Mexico,Products,Standard,2021/01/31,14
397,Candace,Eagle,128,Coffee,10,3,6,Lynnwood Store,Mississippi,Products,Standard,2021/02/03,55
73,Caleb,Andrews,33,Duvel Golden Ale,5,1,9,Lombardy Store,New Mexico,Drinks,Promotions,2021/02/07,87
288,Sebastian,Saunders,180,Detergents,4,3,3,Brummeria Store,Mississippi,Products,Standard,2021/10/04,28
428,Denis,Jarrett,10,Brahma,13,4,1,Boardwalk Store,West Virginia,Drinks,Standard,2021/04/03,8
34,Alexander,Cox,34,Evian,18,4,9,Lombardy Store,New Mexico,Drinks,Promotions,2021/03/12,84
407,Charlize,Evans,38,SunnyD,16,3,9,Lombardy Store,New Mexico,Drinks,Promotions,2021/03/07,81
191,Anthony,Franks,31,Duvel Golden Ale,12,2,8,Equestria Store,West Virginia,Drinks,Promotions,2021/05/24,78
472,Chad,Hill,10,Brahma,13,4,7,NewlandsStore,South Carolina,Drinks,Standard,2021/01/30,64
22,Cedrick,Saunders,84,Strongbow,17,2,5,Hazeldean Store Store,Maine,Drinks,New Releases,2021/03/25,46
238,Alan,Nielson,43,Strongbow,15,5,10,Faerie Glen Store,Mississippi,Drinks,Standard,2021/06/23,93
138,Johnny,Mccall,7,SunnyD,3,2,9,Lombardy Store,New Mexico,Drinks,Promotions,2021/02/05,82
414,Valentina,Weatcroft,48,Frooti,8,1,1,Boardwalk Store,West Virginia,Drinks,Standard,2021/07/11,9
242,Denis,Beal,1,Highland Spring,9,1,5,Hazeldean Store Store,Maine,Drinks,New Releases,2021/06/30,43
485,Lorraine,Ellis,175,Fruits,15,1,6,Lynnwood Store,Mississippi,Products,Promotions,2021/05/05,55
455,Harvey,Townend,165,Meat,16,1,1,Boardwalk Store,West Virginia,Products,New Releases,2021/06/09,6
472,Chad,Hill,100,Grolsch,2,4,5,Hazeldean Store Store,Maine,Products,Standard,2021/03/19,44
478,Kieth,Lane,156,Seafood,14,1,9,Lombardy Store,New Mexico,Products,Standard,2021/08/01,83
332,Erin,Forth,134,Canned Goods,10,2,3,Brummeria Store,Mississippi,Products,Standard,2021/03/31,23
373,Jules,Vince,13,Granini,20,4,5,Hazeldean Store Store,Maine,Drinks,Standard,2021/04/21,49
64,Molly,Trent,184,Frozen foods,19,1,2,Glenwood Store,New Mexico,Products,New Releases,2021/09/19,13
63,Michaela,Khan,117,Medicines,14,4,5,Hazeldean Store Store,Maine,Products,Standard,2021/05/31,48
122,Hannah,Wallace,183,Snack foods,12,2,8,Equestria Store,West Virginia,Products,Standard,2021/09/09,80
494,Henry,Bristow,118,Dishware,12,5,6,Lynnwood Store,Mississippi,Products,Standard,2021/05/14,60
104,Joseph,Corbett,15,Juicy Juice,3,4,3,Brummeria Store,Mississippi,Drinks,Standard,2021/04/02,27
270,Crystal,Anderson,113,Cereals,17,1,8,Equestria Store,West Virginia,Products,Standard,2021/05/09,73
392,Tess,Pearson,199,Dairy,20,1,3,Brummeria Store,Mississippi,Products,Standard,2021/08/04,23
130,Jacob,Larsen,55,Pepsi,5,1,2,Glenwood Store,New Mexico,Drinks,New Releases,2021/01/16,12
454,Bernadette,Denton,156,Seafood,14,4,6,Lynnwood Store,Mississippi,Products,Standard,2021/08/28,55
107,Emery,Moreno,88,Coca Cola,2,1,1,Boardwalk Store,West Virginia,Drinks,New Releases,2021/08/10,5
484,Daron,Vane,66,Agua Vida,15,1,8,Equestria Store,West Virginia,Drinks,Promotions,2021/08/03,78
332,Erin,Forth,43,Strongbow,15,1,7,NewlandsStore,South Carolina,Drinks,Standard,2021/05/22,67
278,Brad,Booth,87,Tanqueray,15,5,7,NewlandsStore,South Carolina,Drinks,New Releases,2021/01/27,66
451,Anne,Hooper,33,Duvel Golden Ale,5,1,4,Clearwater  Store,Massachussets,Drinks,Promotions,2021/03/31,34
186,Dasha,Clarkson,121,Pet foods,8,1,4,Clearwater  Store,Massachussets,Products,Promotions,2021/08/04,33
446,Eduardo,Irwin,165,Meat,16,4,7,NewlandsStore,South Carolina,Products,New Releases,2021/02/02,65
126,Chanelle,Gardner,73,Moutai,7,1,8,Equestria Store,West Virginia,Drinks,Promotions,2021/04/03,72
39,Raquel,Wheeler,71,Tanqueray,17,2,2,Glenwood Store,New Mexico,Drinks,Promotions,2021/09/30,19
428,Denis,Jarrett,175,Fruits,15,5,4,Clearwater  Store,Massachussets,Products,Promotions,2021/08/04,35
378,Adalie,Vaughn,149,Coffee,5,1,6,Lynnwood Store,Mississippi,Products,Promotions,2021/02/15,53
383,Drew,Spencer,83,Smirnoff,20,5,9,Lombardy Store,New Mexico,Drinks,New Releases,2021/04/22,88
473,Jacob,Stone ,128,Coffee,10,3,3,Brummeria Store,Mississippi,Products,Standard,2021/04/18,27
3,Martha,Murray,23,Ciroc,17,3,6,Lynnwood Store,Mississippi,Drinks,New Releases,2021/01/14,54
21,Marissa,Truscott,36,Coca Cola,9,1,1,Boardwalk Store,West Virginia,Drinks,Promotions,2021/09/04,5
453,Erin,Townend,54,Kool-Aid,20,5,4,Clearwater  Store,Massachussets,Drinks,Standard,2021/02/15,37
494,Henry,Bristow,94,Tsingtao,9,2,8,Equestria Store,West Virginia,Drinks,Standard,2021/07/26,71
111,Colleen,Harris,3,Budweiser,6,4,6,Lynnwood Store,Mississippi,Drinks,Standard,2021/05/22,56
122,Hannah,Wallace,93,Chivas Regal,3,2,5,Hazeldean Store Store,Maine,Drinks,Standard,2021/09/07,44
363,Nick,Sanchez,132,Cosmetics,13,5,3,Brummeria Store,Mississippi,Products,Standard,2021/01/11,25
23,Alba,Ranks,143,Canned Goods,8,1,4,Clearwater  Store,Massachussets,Products,New Releases,2021/03/31,40
286,Jayden,Gregory,54,Kool-Aid,20,1,2,Glenwood Store,New Mexico,Drinks,Standard,2021/09/01,18
167,Marina,Eaton,105,Snack foods,9,1,10,Faerie Glen Store,Mississippi,Products,Standard,2021/07/02,95
80,Drew,Norburn,128,Coffee,10,4,6,Lynnwood Store,Mississippi,Products,Standard,2021/02/26,59
38,Brad,Truscott,107,Canned Goods,14,1,9,Lombardy Store,New Mexico,Products,Standard,2021/05/15,89
176,Eryn,Little,52,Brahma,16,2,8,Equestria Store,West Virginia,Drinks,Standard,2021/08/02,80
260,Johnathan,Radley,97,Jack Daniels,15,3,3,Brummeria Store,Mississippi,Drinks,Standard,2021/05/02,24
432,Julianna,Cowan,1,Highland Spring,9,2,5,Hazeldean Store Store,Maine,Drinks,New Releases,2021/03/20,42
169,Clint,Harris,33,Duvel Golden Ale,5,5,4,Clearwater  Store,Massachussets,Drinks,Promotions,2021/01/23,31
5,Kendra,Slater,189,Olive oil,11,4,7,NewlandsStore,South Carolina,Products,New Releases,2021/05/06,69
4,Carolyn,Stewart,98,Bud Light,13,3,9,Lombardy Store,New Mexico,Drinks,Standard,2021/03/26,85
347,Bryon,Preston,111,Dairy,10,4,4,Clearwater  Store,Massachussets,Products,Standard,2021/06/24,40
21,Marissa,Truscott,81,Duvel Golden Ale,20,5,10,Faerie Glen Store,Mississippi,Drinks,Standard,2021/05/05,95
212,Henry,Mccall,178,Coffee,12,1,7,NewlandsStore,South Carolina,Products,Promotions,2021/06/29,64
450,Tony,Exton,170,Vegetables,10,3,2,Glenwood Store,New Mexico,Products,New Releases,2021/08/20,14
212,Henry,Mccall,160,Pet foods,11,5,3,Brummeria Store,Mississippi,Products,Standard,2021/02/15,21
131,Domenic,Connor,17,Icehouse,12,3,1,Boardwalk Store,West Virginia,Drinks,Standard,2021/02/12,6
46,Cassandra,Chapman,5,Bacardi,19,1,10,Faerie Glen Store,Mississippi,Drinks,Promotions,2021/05/09,92
314,Benny,Harrison,187,Paper Goods,19,3,10,Faerie Glen Store,Mississippi,Products,New Releases,2021/01/04,95
265,Doris,Donovan,24,SunnyD,20,5,6,Lynnwood Store,Mississippi,Drinks,New Releases,2021/08/25,53
431,Martha,Quinn,176,Tea,20,3,4,Clearwater  Store,Massachussets,Products,Promotions,2021/04/12,35
241,Maxwell,Swan,96,Blue Moon,4,4,3,Brummeria Store,Mississippi,Drinks,Standard,2021/09/08,26
459,Maxwell,Sherwood,15,Juicy Juice,3,5,8,Equestria Store,West Virginia,Drinks,Standard,2021/09/16,72
234,Ryan,Russel,41,Blue Moon,14,3,1,Boardwalk Store,West Virginia,Drinks,Standard,2021/10/03,10
142,Barney,Brock,102,Toys,9,3,10,Faerie Glen Store,Mississippi,Products,Promotions,2021/05/11,93
209,Emery,Leigh,140,Tomato sauce,7,3,5,Hazeldean Store Store,Maine,Products,Standard,2021/01/18,44
20,Martin,Farrell,126,Diet foods,10,1,1,Boardwalk Store,West Virginia,Products,Standard,2021/04/03,7
455,Harvey,Townend,113,Cereals,17,2,5,Hazeldean Store Store,Maine,Products,Standard,2021/09/17,43
458,Chris,Fowler,145,Medicines,6,3,3,Brummeria Store,Mississippi,Products,New Releases,2021/01/19,21
297,Gil,Cooper,81,Duvel Golden Ale,20,3,7,NewlandsStore,South Carolina,Drinks,Standard,2021/07/14,63
117,Gil,Bailey,65,Jameson,4,4,3,Brummeria Store,Mississippi,Drinks,Promotions,2021/08/02,28
224,Aiden,Irving,188,Canned Goods,3,2,1,Boardwalk Store,West Virginia,Products,New Releases,2021/03/23,6
166,Kaylee,Furnell,137,Dishware,5,3,5,Hazeldean Store Store,Maine,Products,Standard,2021/03/31,45
153,Bernadette,Jarrett,82,Hennessy,11,4,2,Glenwood Store,New Mexico,Drinks,Standard,2021/05/06,13
118,Alexia,Preston,108,Snack foods,16,2,1,Boardwalk Store,West Virginia,Products,Standard,2021/01/29,7
365,Jaylene,Hunt,55,Pepsi,5,2,5,Hazeldean Store Store,Maine,Drinks,New Releases,2021/07/20,43
414,Valentina,Weatcroft,184,Frozen foods,19,1,10,Faerie Glen Store,Mississippi,Products,New Releases,2021/05/04,97
480,Ron,Redfern,114,Sweets,12,5,7,NewlandsStore,South Carolina,Products,New Releases,2021/01/31,63
484,Daron,Vane,127,Personal Care,11,3,10,Faerie Glen Store,Mississippi,Products,Standard,2021/02/25,96
63,Michaela,Khan,25,Prigat,13,3,3,Brummeria Store,Mississippi,Drinks,Standard,2021/01/24,25
215,Penelope,Cartwright,175,Fruits,15,1,3,Brummeria Store,Mississippi,Products,Promotions,2021/07/04,29
108,Makena,Parker,108,Snack foods,16,3,8,Equestria Store,West Virginia,Products,Standard,2021/07/12,79
457,William,Hopkins,187,Paper Goods,19,3,3,Brummeria Store,Mississippi,Products,New Releases,2021/06/23,29
361,Jules,Tennant,50,Strongbow,4,1,9,Lombardy Store,New Mexico,Drinks,Standard,2021/03/27,82
347,Bryon,Preston,66,Agua Vida,15,5,6,Lynnwood Store,Mississippi,Drinks,Promotions,2021/06/09,52
148,Matthew,Jobson,135,Sweets,2,4,7,NewlandsStore,South Carolina,Products,Standard,2021/09/27,67
24,Elijah,Collins,73,Moutai,7,2,6,Lynnwood Store,Mississippi,Drinks,Promotions,2021/08/28,56
42,Anne,Crawley,21,Absolut,20,1,5,Hazeldean Store Store,Maine,Drinks,New Releases,2021/08/17,45
48,Paige,Stone,160,Pet foods,11,5,5,Hazeldean Store Store,Maine,Products,Standard,2021/09/15,45
344,Amy,Holmes,159,Baby-care,7,3,4,Clearwater  Store,Massachussets,Products,Standard,2021/07/24,36
383,Drew,Spencer,56,Keystone Light,17,3,5,Hazeldean Store Store,Maine,Drinks,New Releases,2021/09/05,43
303,Eryn,Taylor,131,Diet foods,3,5,8,Equestria Store,West Virginia,Products,Standard,2021/04/12,78
53,Stacy,Maxwell,9,Hennessy,14,5,10,Faerie Glen Store,Mississippi,Drinks,Promotions,2021/07/17,95
161,Ellen,Hammond,191,Baby-care,3,1,1,Boardwalk Store,West Virginia,Products,New Releases,2021/08/20,1
409,Erick,West,139,Baby-care,4,3,2,Glenwood Store,New Mexico,Products,Standard,2021/01/18,12
453,Erin,Townend,43,Strongbow,15,4,5,Hazeldean Store Store,Maine,Drinks,Standard,2021/02/20,41
383,Drew,Spencer,176,Tea,20,3,3,Brummeria Store,Mississippi,Products,Promotions,2021/03/31,21
264,Leslie,Ralph,184,Frozen foods,19,2,10,Faerie Glen Store,Mississippi,Products,New Releases,2021/03/27,98
140,Bart,Garcia,40,Edelweiss,8,1,1,Boardwalk Store,West Virginia,Drinks,Standard,2021/04/08,10
340,Matthew,Simpson,185,Canned Goods,8,3,9,Lombardy Store,New Mexico,Products,New Releases,2021/07/02,83
223,Fred,Lane,16,Kool-Aid,12,1,8,Equestria Store,West Virginia,Drinks,Standard,2021/01/22,74
99,Joseph,Pond,133,Personal Care,17,5,2,Glenwood Store,New Mexico,Products,Standard,2021/06/15,12
302,Ronald,Roberts,92,Aquafina,6,2,4,Clearwater  Store,Massachussets,Drinks,Standard,2021/05/07,32
144,Bart,Boyle,33,Duvel Golden Ale,5,3,1,Boardwalk Store,West Virginia,Drinks,Promotions,2021/04/17,9
183,Raquel,Wilkinson,68,Duvel Golden Ale,9,3,7,NewlandsStore,South Carolina,Drinks,Promotions,2021/01/27,65
223,Fred,Lane,66,Agua Vida,15,4,4,Clearwater  Store,Massachussets,Drinks,Promotions,2021/05/08,37
135,Bart,Connor,132,Cosmetics,13,4,7,NewlandsStore,South Carolina,Products,Standard,2021/05/18,62
129,Chester,Sloan,94,Tsingtao,9,2,1,Boardwalk Store,West Virginia,Drinks,Standard,2021/07/06,2
204,Roger,Campbell,55,Pepsi,5,4,1,Boardwalk Store,West Virginia,Drinks,New Releases,2021/08/03,9
222,Julian,Chester,127,Personal Care,11,4,2,Glenwood Store,New Mexico,Products,Standard,2021/06/07,20
192,Hazel,Oliver,15,Juicy Juice,3,4,3,Brummeria Store,Mississippi,Drinks,Standard,2021/02/15,21
12,Boris,Rees,9,Hennessy,14,2,2,Glenwood Store,New Mexico,Drinks,Promotions,2021/07/04,11
